78,978,101,287
465,883,782,619
337,547,479,608
186,966,576,727
561,968,559,272
31,528,278,927
256,492,255,222
920,226,882,471
361,344,951,989
250,51,570,736
999,79,60,499
252,305,539,177
881,696,181,49
72,378,393,846
496,195,802,384
82,187,647,532
890,153,152,582
222,441,829,640
470,252,138,305
220,415,71,63
35,449,792,363
91,459,824,500
765,974,38,649
852,966,578,443
209,640,234,857
270,649,476,605
390,389,83,856
622,476,99,598
184,302,254,630
950,209,942,657
317,460,76,382
994,615,958,89
476,270,542,468
612,539,281,706
259,224,804,931
515,426,249,42
429,35,570,66
344,118,146,974
774,88,522,609
107,820,859,643
870,59,784,219
217,407,528,699
303,440,423,39
260,879,383,98
704,681,420,472
192,34,374,693
455,981,414,490
644,84,756,966
713,393,234,676
363,136,749,242
633,785,646,702
136,984,416,658
569,767,301,669
127,105,18,264
136,892,176,151
402,626,930,584
538,1,226,194
766,791,937,227
643,514,98,527
511,249,22,645
13,805,357,874
479,575,522,116
199,60,339,583
698,864,315,974
675,60,610,81
775,224,552,140
36,270,803,364
584,927,347,932
838,567,166,448
537,474,27,589
618,466,820,57
885,697,889,572
562,132,612,579
828,667,902,409
652,507,109,425
450,662,574,91
923,850,641,194
116,227,969,972
612,203,129,415
170,399,347,279
963,714,500,564
545,435,980,271
234,466,137,579
633,919,751,445
886,931,513,997
353,597,864,907
833,120,88,10
957,266,960,760
758,149,889,121
113,93,522,24
990,214,383,500
176,386,958,261
297,867,778,19
161,270,227,964
393,807,271,64
954,916,955,618
261,120,2,27
998,981,371,998
791,965,979,601
193,479,732,132
257,151,953,323
593,490,275,576
23,665,575,684
612,775,704,370
309,611,325,300
414,580,581,839
924,131,100,79
962,660,347,67
676,899,226,35
975,560,611,929
814,48,664,537
616,34,830,338
970,155,240,980
671,840,147,962
346,165,639,861
524,63,144,962
590,852,330,209
937,754,525,197
844,88,653,591
418,772,322,920
390,793,411,726
470,316,850,141
908,774,654,764
290,166,718,591
93,856,975,498
92,825,297,711
393,108,476,912
637,483,601,965
312,413,291,559
790,621,229,776
640,824,262,465
140,529,616,848
579,649,592,473
620,96,10,698
55,128,546,316
641,685,119,7
793,206,435,348
914,881,279,53
916,627,318,392
273,281,151,655
678,821,692,750
396,495,594,941
390,765,952,571
386,17,291,421
876,89,531,606
835,103,790,444
131,35,673,836
902,842,898,7
927,786,197,812
253,849,991,143
105,311,819,758
114,277,373,711
294,240,690,644
270,691,547,696
41,89,208,371
142,350,808,858
73,738,310,211
699,725,567,191
448,25,736,162
702,850,630,413
266,487,782,374
708,560,370,879
442,638,188,507
881,717,763,660
958,42,72,931
658,695,419,392
312,722,440,518
973,912,712,46
266,945,51,174
281,443,254,931
789,68,167,256
584,457,483,954
504,322,526,394
437,796,437,398
717,103,187,287
855,22,616,569
